order_id,user_id,order_date,total_price,discount,payment_method,order_status,province,city,district,street,customer_name,phone_number,email,product_count,shipping_fee,tax,delivery_time,log_info
7116b6aa-156c-4d87-8d16-3e69275c8c9c,34d0368b-bbe6-4954-b230-cee75ff78019,2025-02-10 23:42:36,3152.39,118.21,Alipay,completed,江苏省,贵阳县,双滦,关岭路w座,傅明,14704295634,zxu@example.com,2,38.62,27.24,2025-03-11 17:55:56,"{'timestamp': '2025-03-05T06:53:47.523005', 'device_model': 'Huawei P60', 'os_version': 'Android 11', 'browser': 'Firefox', 'browser_version': '102.0.8635.11', 'ip_address': '104.248.88.18', 'user_agent': 'Firefox/102.0.8635.11'}"
dee32097-352c-4e4f-b69a-d0cee103dc0d,1af0b667-fde5-47d5-aa0d-cbfa7085530f,2025-03-01 10:46:32,2132.76,452.31,Alipay,paid,福建省,颖市,门头沟,张路x座,周秀芳,18102175686,juan87@example.com,3,1.29,33.02,2025-03-10 17:46:36,"{'timestamp': '2025-03-05T06:53:47.523210', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 15', 'browser': 'Chrome', 'browser_version': '88.0.3988.28', 'ip_address': '132.168.131.20', 'user_agent': 'Chrome/88.0.3988.28'}"
9c36f810-45ea-4702-a52a-c3d646a14993,85b2dfb9-1a85-413d-9930-f028a9e88d4b,2025-02-10 10:33:40,7579.82,93.14,Debit Card,refunded,陕西省,成都市,山亭,济南路T座,张欢,15846224955,li34@example.net,6,42.49,74.44,2025-03-10 15:20:43,"{'timestamp': '2025-03-05T06:53:47.523309', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '100.0.4231.31', 'ip_address': '4.101.176.93', 'user_agent': 'Safari/100.0.4231.31'}"
6dc32b79-9f71-4b51-96da-272ae0cfe1fb,24829681-3669-433e-ae81-5d21ef0d42cd,2025-02-19 00:28:12,172.67,356.54,Alipay,pending,内蒙古自治区,莹市,锡山,李路f座,廖秀芳,13631116633,iyi@example.org,9,26.82,23.72,2025-03-06 09:00:42,"{'timestamp': '2025-03-05T06:53:47.523393', 'device_model': 'Huawei P60', 'os_version': 'Android 10', 'browser': 'Safari', 'browser_version': '113.0.7128.57', 'ip_address': '220.140.163.9', 'user_agent': 'Safari/113.0.7128.57'}"
f798687b-be69-425d-b0e4-280eb589b2d8,7f5a1ef0-d205-40a1-a163-2949739a3cf1,2025-02-15 12:05:35,8270.32,487.06,WeChat Pay,pending,山东省,西宁市,大兴,银川街n座,王帆,18282576780,sfeng@example.com,10,40.95,3.27,2025-03-07 02:25:00,"{'timestamp': '2025-03-05T06:53:47.523490', 'device_model': 'vivo X100', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '80.0.9465.99', 'ip_address': '134.132.136.109', 'user_agent': 'Safari/80.0.9465.99'}"
b5de8a2b-307f-4038-9bc5-5aeecd6c117a,35bfa936-d7e3-441c-b46b-acd08e39e08f,2025-02-08 20:34:41,1233.26,33.94,Alipay,completed,青海省,旭市,大东,桑街p座,张帅,13251566934,pkang@example.net,8,24.76,83.88,2025-03-09 02:46:20,"{'timestamp': '2025-03-05T06:53:47.523578', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 13', 'browser': 'Chrome', 'browser_version': '91.0.6356.45', 'ip_address': '114.89.168.14', 'user_agent': 'Chrome/91.0.6356.45'}"
47bf7469-cb47-4b60-a41e-a0a8240c310d,5bfa8a16-bfa0-4732-a402-f6ed72e0446a,2025-02-28 04:25:20,3029.58,232.63,Alipay,pending,云南省,华县,怀柔,沈阳街q座,王建华,14741814698,junmo@example.org,2,20.58,46.22,2025-03-08 11:21:32,"{'timestamp': '2025-03-05T06:53:47.523659', 'device_model': 'iPhone 15 Pro', 'os_version': 'iOS 14', 'browser': 'Chrome', 'browser_version': '112.0.1100.75', 'ip_address': '93.44.201.97', 'user_agent': 'Chrome/112.0.1100.75'}"
45833b18-1530-43d2-a6da-d55510e9dbcc,5616dad6-6a45-41db-9854-a6b4c1a10761,2025-02-10 07:52:24,5140.38,427.46,Debit Card,completed,四川省,琴市,白云,梁街z座,程凤英,15229103541,xia67@example.org,4,24.77,78.37,2025-03-10 18:24:39,"{'timestamp': '2025-03-05T06:53:47.523737', 'device_model': 'iPhone 15', 'os_version': 'iOS 17', 'browser': 'Chrome', 'browser_version': '89.0.7874.55', 'ip_address': '77.31.150.52', 'user_agent': 'Chrome/89.0.7874.55'}"
c06d2aab-9978-4ab0-8487-98c499925ff2,a9d99612-1cde-4686-b9d6-f3150ab5b7aa,2025-02-28 07:04:38,5667.66,216.56,WeChat Pay,paid,广东省,张家港县,兴山,六安街X座,王楠,13238697583,jielei@example.com,2,46.13,37.49,2025-03-06 08:34:26,"{'timestamp': '2025-03-05T06:53:47.523826', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 12', 'browser': 'Safari', 'browser_version': '94.0.1947.95', 'ip_address': '189.105.30.199', 'user_agent': 'Safari/94.0.1947.95'}"
b318d05b-b08e-4cd7-a198-dc17453715ed,53a141c9-6fad-4ff8-a745-a4c0826e2617,2025-02-17 02:20:22,3408.57,151.11,Debit Card,completed,吉林省,岩市,和平,张路T座,林倩,15155375508,zcai@example.net,8,30.2,25.0,2025-03-08 22:14:32,"{'timestamp': '2025-03-05T06:53:47.523910', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 12', 'browser': 'Firefox', 'browser_version': '108.0.2048.17', 'ip_address': '93.192.11.209', 'user_agent': 'Firefox/108.0.2048.17'}"
2e9c9f0b-8256-41e3-a5cc-31d24ecc861d,1bd26ba9-6819-49cd-b7ce-95df6271adbc,2025-02-22 11:06:01,2766.87,477.78,Debit Card,cancelled,福建省,文市,海陵,陈路f座,李亮,18898317879,jiangming@example.net,9,19.77,64.49,2025-03-07 16:04:28,"{'timestamp': '2025-03-05T06:53:47.523991', 'device_model': 'iPhone 15', 'os_version': 'iOS 17', 'browser': 'Firefox', 'browser_version': '104.0.7017.85', 'ip_address': '108.119.220.174', 'user_agent': 'Firefox/104.0.7017.85'}"
