order_id,user_id,order_date,total_price,discount,payment_method,order_status,province,city,district,street,customer_name,phone_number,email,product_count,shipping_fee,tax,delivery_time,log_info
d062dc08-1f0d-4731-960e-5c934df1b3d1,5b795778-a84f-4c98-a4e7-e5c8e21e4d31,2025-02-14 07:49:47,8143.49,197.2,WeChat Pay,pending,北京市,张家港市,萧山,褚路Q座,崔晨,14596621891,chaoxu@example.net,5,10.11,23.34,2025-03-08 22:10:43,"{'timestamp': '2025-03-05T06:53:47.370575', 'device_model': 'vivo X100', 'os_version': 'Android 13', 'browser': 'Safari', 'browser_version': '120.0.4988.81', 'ip_address': '96.116.73.39', 'user_agent': 'Safari/120.0.4988.81'}"
95a923b2-48bd-4881-83e6-b6919e7fcb6b,4d1f07e1-956e-44e4-b125-e8e626b85a8a,2025-02-22 06:16:20,9238.29,285.41,Credit Card,refunded,甘肃省,琳市,怀柔,兴城街v座,周彬,14584093766,nayao@example.org,8,26.31,25.62,2025-03-06 20:22:15,"{'timestamp': '2025-03-05T06:53:47.370759', 'device_model': 'Huawei P60', 'os_version': 'Android 14', 'browser': 'Chrome', 'browser_version': '89.0.9380.26', 'ip_address': '54.247.215.162', 'user_agent': 'Chrome/89.0.9380.26'}"
b1873ae7-766b-4727-8548-b9b1b15ac68c,a8603617-743c-4b46-ad99-85761fe3d4b9,2025-02-17 09:41:43,6523.23,39.99,Alipay,paid,陕西省,拉萨县,长寿,苏路H座,林雪梅,15345568963,ccao@example.com,8,46.07,41.46,2025-03-08 18:10:40,"{'timestamp': '2025-03-05T06:53:47.370892', 'device_model': 'vivo X100', 'os_version': 'Android 13', 'browser': 'Chrome', 'browser_version': '119.0.9329.47', 'ip_address': '106.67.100.20', 'user_agent': 'Chrome/119.0.9329.47'}"
351190fb-c258-46c1-98ca-2be2d7e49014,6a531605-01a3-4239-bf79-628864a5d88d,2025-02-28 00:40:57,5950.98,196.29,WeChat Pay,refunded,安徽省,亮县,高明,邹街M座,林欣,15289826016,weihao@example.com,5,10.61,32.8,2025-03-07 00:25:50,"{'timestamp': '2025-03-05T06:53:47.371008', 'device_model': 'Samsung S23', 'os_version': 'Android 13', 'browser': 'Chrome', 'browser_version': '110.0.7752.19', 'ip_address': '80.34.50.42', 'user_agent': 'Chrome/110.0.7752.19'}"
e683bda6-ab94-4856-8c89-e6afbeb52e24,1bddc4fa-a544-4763-afd7-d296dabd50d5,2025-02-07 08:02:37,2998.34,133.67,Debit Card,completed,宁夏回族自治区,健市,丰都,海门街A座,牟想,13562098194,fang72@example.com,2,48.57,17.61,2025-03-06 01:32:00,"{'timestamp': '2025-03-05T06:53:47.371128', 'device_model': 'vivo X100', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '91.0.7918.66', 'ip_address': '172.118.98.246', 'user_agent': 'Safari/91.0.7918.66'}"
e67de677-11f6-481a-a5b5-b0df49088523,2117c503-b953-49e5-a756-81742e68e04a,2025-03-04 06:02:38,365.51,112.12,Credit Card,cancelled,贵州省,云市,高港,刘街U座,田洋,15151538483,zhangqiang@example.org,10,22.62,34.82,2025-03-11 17:45:51,"{'timestamp': '2025-03-05T06:53:47.371242', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 14', 'browser': 'Chrome', 'browser_version': '106.0.2243.55', 'ip_address': '74.224.198.76', 'user_agent': 'Chrome/106.0.2243.55'}"
723c86a9-b50f-411c-aecf-cb9fefd95f46,717620a4-7a50-4a1e-a63d-f2b1adfb9690,2025-02-15 06:19:48,5975.42,90.02,Alipay,paid,福建省,杭州县,浔阳,沈阳路n座,黄秀华,18659489311,xiuyingshi@example.org,7,33.91,18.86,2025-03-08 07:27:33,"{'timestamp': '2025-03-05T06:53:47.371359', 'device_model': 'OPPO Find X6', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '100.0.7770.92', 'ip_address': '218.214.250.59', 'user_agent': 'Safari/100.0.7770.92'}"
1efc1d2b-d4e9-4ee9-aa05-0f61667aa784,53059d78-3146-44b1-9978-1da79baf7967,2025-02-09 10:45:16,7534.1,89.62,WeChat Pay,refunded,宁夏回族自治区,淮安市,沙市,贺路q座,杜欢,13783351283,zzeng@example.com,3,32.94,58.6,2025-03-05 21:45:33,"{'timestamp': '2025-03-05T06:53:47.371493', 'device_model': 'iPhone 15', 'os_version': 'iOS 14', 'browser': 'Firefox', 'browser_version': '119.0.7366.28', 'ip_address': '136.137.82.202', 'user_agent': 'Firefox/119.0.7366.28'}"
9cacc0c4-1cfe-445b-b13f-3b742db8fbf8,65a4e584-1448-4b88-a3aa-73fd03d23c03,2025-02-15 22:29:42,4609.19,62.48,WeChat Pay,completed,黑龙江省,玉英市,徐汇,金路x座,王浩,13392188393,cdong@example.com,1,24.81,15.13,2025-03-07 14:32:00,"{'timestamp': '2025-03-05T06:53:47.371613', 'device_model': 'Huawei P60', 'os_version': 'Android 12', 'browser': 'Firefox', 'browser_version': '119.0.6563.81', 'ip_address': '124.193.79.170', 'user_agent': 'Firefox/119.0.6563.81'}"
a6888af2-dcc3-44f6-9449-88a15404b2ab,bb51b9d3-ead4-4d82-b6ea-4a73156b574f,2025-02-10 04:19:49,6815.78,131.52,Credit Card,completed,广西壮族自治区,萍市,沈北新,马鞍山路P座,李晶,15278170189,xieping@example.com,8,43.36,31.81,2025-03-11 04:07:30,"{'timestamp': '2025-03-05T06:53:47.371725', 'device_model': 'Huawei P60', 'os_version': 'Android 14', 'browser': 'Firefox', 'browser_version': '103.0.9428.18', 'ip_address': '86.105.10.19', 'user_agent': 'Firefox/103.0.9428.18'}"
