order_id,user_id,order_date,total_price,discount,payment_method,order_status,province,city,district,street,customer_name,phone_number,email,product_count,shipping_fee,tax,delivery_time,log_info
2cbeb367-6e01-4d0d-8eb2-319e2ffd7ffb,f5a7a284-a539-451d-880f-11a2115eccb0,2025-02-10 10:02:13,4131.67,175.09,Alipay,pending,福建省,嘉禾市,南长,海门街I座,陆丹丹,15799006189,xiuying92@example.org,10,49.91,3.65,2025-03-08 08:43:29,"{'timestamp': '2025-03-05T06:49:47.450595', 'device_model': 'iPhone 15', 'os_version': 'iOS 15', 'browser': 'Firefox', 'browser_version': '90.0.9376.60', 'ip_address': '38.140.154.91', 'user_agent': 'Firefox/90.0.9376.60'}"
4ad94e59-4193-4f6b-a6b1-7830fb611b41,818e9887-6a85-4cb3-988d-fb77fd0d7c17,2025-02-13 05:10:48,8827.72,65.58,Alipay,cancelled,西藏自治区,健县,门头沟,赵路J座,刘建平,14761761699,asong@example.net,7,36.04,28.67,2025-03-09 08:55:01,"{'timestamp': '2025-03-05T06:49:47.450859', 'device_model': 'Xiaomi 14', 'os_version': 'Android 14', 'browser': 'Chrome', 'browser_version': '120.0.9715.90', 'ip_address': '48.244.220.30', 'user_agent': 'Chrome/120.0.9715.90'}"
f6b1d20c-564a-41cc-b316-fe0e0e84649d,9b0a2903-7e8e-4430-918c-6eb0f3760a34,2025-02-18 02:14:21,9120.91,263.25,Debit Card,refunded,重庆市,佛山市,朝阳,耿路U座,张刚,13051407561,myi@example.org,9,25.23,30.47,2025-03-10 21:26:03,"{'timestamp': '2025-03-05T06:49:47.450943', 'device_model': 'iPhone 15 Pro', 'os_version': 'iOS 15', 'browser': 'Firefox', 'browser_version': '103.0.2434.12', 'ip_address': '148.145.193.60', 'user_agent': 'Firefox/103.0.2434.12'}"
d566b4b1-ca66-4fd5-99ee-2103b7c02eda,45308e03-b939-4782-bfdc-02886ef26d74,2025-02-10 10:37:28,279.38,346.03,Credit Card,paid,黑龙江省,北镇市,崇文,永安路F座,陈梅,15671244177,clong@example.org,10,29.01,28.45,2025-03-12 06:15:34,"{'timestamp': '2025-03-05T06:49:47.451031', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 17', 'browser': 'Chrome', 'browser_version': '105.0.4833.76', 'ip_address': '204.62.18.117', 'user_agent': 'Chrome/105.0.4833.76'}"
b3df1537-7804-4886-846e-eed8fd304c83,f05eacba-462b-465f-b53e-fa25498058e6,2025-02-04 03:40:39,776.69,23.67,Alipay,refunded,福建省,重庆县,秀英,陈路M座,王华,15316467447,xiuying39@example.net,8,3.41,36.55,2025-03-07 01:04:56,"{'timestamp': '2025-03-05T06:49:47.451106', 'device_model': 'iPhone 15 Pro', 'os_version': 'iOS 14', 'browser': 'Safari', 'browser_version': '102.0.1296.72', 'ip_address': '138.176.142.201', 'user_agent': 'Safari/102.0.1296.72'}"
5bf50925-38b5-4887-a9a3-7c69a21f7d6a,3805d1b7-a69a-4cfb-ba1e-c57a0ef9103c,2025-02-16 06:12:02,2329.12,216.87,Alipay,pending,湖北省,上海县,合川,兴安盟路p座,金浩,18751408978,gang54@example.com,10,45.9,36.23,2025-03-08 04:38:05,"{'timestamp': '2025-03-05T06:49:47.451246', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 14', 'browser': 'Firefox', 'browser_version': '111.0.8873.89', 'ip_address': '222.203.255.136', 'user_agent': 'Firefox/111.0.8873.89'}"
ae641749-8b1a-416e-a98d-b711881983ba,7215bd24-15b6-4f2d-963b-fd9b3b21598c,2025-02-06 00:22:02,997.23,458.68,WeChat Pay,completed,青海省,六盘水县,魏都,董路k座,颜桂香,18886247600,li54@example.com,5,10.63,38.88,2025-03-09 16:28:12,"{'timestamp': '2025-03-05T06:49:47.451503', 'device_model': 'iPhone 14', 'os_version': 'iOS 14', 'browser': 'Firefox', 'browser_version': '106.0.4254.29', 'ip_address': '57.137.140.192', 'user_agent': 'Firefox/106.0.4254.29'}"
cf9c0f17-5ae8-4468-a39b-6a643f82a242,bb3cde9a-a9a6-4b4e-9ccc-504836ddefbc,2025-02-08 19:52:30,178.13,270.32,Alipay,cancelled,河北省,海口市,吉区,济南路I座,王建军,15531055672,gang94@example.org,4,41.54,45.94,2025-03-08 20:29:38,"{'timestamp': '2025-03-05T06:49:47.451790', 'device_model': 'Xiaomi 14', 'os_version': 'Android 12', 'browser': 'Chrome', 'browser_version': '86.0.1555.94', 'ip_address': '194.246.219.59', 'user_agent': 'Chrome/86.0.1555.94'}"
eb3ce364-d5d2-42a1-829e-d22e2e945650,2a268a24-89e4-4c03-a5ca-c1892b4af7b5,2025-02-18 10:53:47,9581.44,438.65,Alipay,paid,浙江省,辉市,丰都,詹街Y座,李龙,14529166961,juan59@example.org,8,47.97,86.23,2025-03-06 07:22:34,"{'timestamp': '2025-03-05T06:49:47.452042', 'device_model': 'iPhone 15 Pro', 'os_version': 'iOS 15', 'browser': 'Firefox', 'browser_version': '105.0.9389.16', 'ip_address': '104.252.88.193', 'user_agent': 'Firefox/105.0.9389.16'}"
714644c9-98b4-4d79-8a09-c2727c7f6091,3a7633eb-f415-4421-83cd-78927950725f,2025-02-19 02:19:47,372.64,36.49,Debit Card,paid,河南省,西安县,大东,张街Q座,邹玲,13179870387,ming92@example.net,2,11.13,81.16,2025-03-12 02:34:21,"{'timestamp': '2025-03-05T06:49:47.452280', 'device_model': 'Samsung S23', 'os_version': 'Android 12', 'browser': 'Safari', 'browser_version': '118.0.8327.53', 'ip_address': '187.225.241.160', 'user_agent': 'Safari/118.0.8327.53'}"
