order_id,user_id,order_date,total_price,discount,payment_method,order_status,province,city,district,street,customer_name,phone_number,email,product_count,shipping_fee,tax,delivery_time,log_info
bbc06e83-7313-4ef9-95b2-d310503d0984,3f88e80f-1203-4b50-8b9c-9bce3c6bdd2d,2025-02-11 22:48:10,7367.05,383.67,Debit Card,paid,山西省,磊县,安次,龙街X座,吴洋,13990887873,cuimin@example.com,5,12.3,55.72,2025-03-09 02:54:09,"{'timestamp': '2025-03-05T07:02:47.363793', 'device_model': 'Xiaomi 14', 'os_version': 'Android 11', 'browser': 'Firefox', 'browser_version': '105.0.4278.49', 'ip_address': '165.31.159.54', 'user_agent': 'Firefox/105.0.4278.49'}"
d2cc364b-7411-4ccd-8ac9-1246e50dd7e7,cbc359e9-c566-405e-b7d2-3f039b82580e,2025-02-16 06:43:10,7275.52,109.67,Alipay,cancelled,湖北省,秀芳县,城东,郭街R座,王凤兰,15321946988,guiyingsun@example.com,2,8.85,74.1,2025-03-10 22:09:06,"{'timestamp': '2025-03-05T07:02:47.364046', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 14', 'browser': 'Firefox', 'browser_version': '105.0.2652.61', 'ip_address': '197.120.35.102', 'user_agent': 'Firefox/105.0.2652.61'}"
6b74b3a8-0f00-4a2e-a69b-7600aaaa1145,cb4c1e63-a1fd-4836-8065-d9eebb07be61,2025-02-26 00:00:17,3584.62,453.07,WeChat Pay,completed,甘肃省,沈阳市,梁平,吉路l座,车桂英,15105396898,xiuying54@example.org,2,17.33,0.27,2025-03-08 08:55:53,"{'timestamp': '2025-03-05T07:02:47.364211', 'device_model': 'Samsung S23', 'os_version': 'Android 13', 'browser': 'Safari', 'browser_version': '82.0.2139.43', 'ip_address': '52.205.211.1', 'user_agent': 'Safari/82.0.2139.43'}"
458ffc9e-9839-42aa-9244-6839c83bb5d5,dde33cbb-39a4-4b23-9eeb-6255e6f4533d,2025-02-26 14:33:15,5243.95,221.36,WeChat Pay,completed,陕西省,峰市,沈河,陈路S座,张兵,13433410386,cuixiuying@example.org,7,34.35,42.44,2025-03-12 03:55:32,"{'timestamp': '2025-03-05T07:02:47.364366', 'device_model': 'iPhone 14', 'os_version': 'iOS 17', 'browser': 'Firefox', 'browser_version': '81.0.9898.37', 'ip_address': '49.160.102.157', 'user_agent': 'Firefox/81.0.9898.37'}"
32c8a434-50c5-4295-b51f-52e57a05cc1e,7c820399-f7c4-4d8b-b276-22e3bea86bcf,2025-02-20 10:00:49,5200.69,456.71,Debit Card,cancelled,广东省,明县,涪城,余街S座,刘艳,15522201670,yuchao@example.com,1,23.29,72.88,2025-03-05 23:02:43,"{'timestamp': '2025-03-05T07:02:47.364516', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 16', 'browser': 'Chrome', 'browser_version': '86.0.5966.68', 'ip_address': '140.172.215.34', 'user_agent': 'Chrome/86.0.5966.68'}"
e1ea1483-fffa-46f7-9fd5-b1f1c83c8819,b4caad45-4622-4cd2-ad90-342fb253f282,2025-02-19 00:39:38,3217.08,462.49,WeChat Pay,completed,重庆市,兰英市,沈河,哈尔滨街t座,陈想,13253878905,yanzhong@example.org,2,33.42,36.76,2025-03-10 11:07:34,"{'timestamp': '2025-03-05T07:02:47.364731', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 15', 'browser': 'Chrome', 'browser_version': '104.0.3658.12', 'ip_address': '121.79.176.92', 'user_agent': 'Chrome/104.0.3658.12'}"
373d960e-fa45-4e04-8e79-4acd4b2ca1a4,98ed6ff7-c34b-4416-a2b1-7579c6a45848,2025-02-21 21:27:20,557.67,268.49,Credit Card,pending,上海市,拉萨市,城北,淮安街b座,廖彬,13676241166,lei59@example.net,2,39.53,13.38,2025-03-09 13:22:24,"{'timestamp': '2025-03-05T07:02:47.366159', 'device_model': 'OPPO Find X6', 'os_version': 'Android 14', 'browser': 'Chrome', 'browser_version': '86.0.8179.77', 'ip_address': '86.99.205.239', 'user_agent': 'Chrome/86.0.8179.77'}"
43f37f85-1e6d-48ae-864f-9d9df8e06e5d,c7f27c89-ca3e-4cb8-b111-adede8e3b95d,2025-02-10 05:02:32,2085.03,63.78,Credit Card,pending,内蒙古自治区,太原市,安次,哈尔滨路g座,陈辉,13095413407,mshao@example.net,4,9.4,64.59,2025-03-11 23:01:48,"{'timestamp': '2025-03-05T07:02:47.366426', 'device_model': 'iPhone 14', 'os_version': 'iOS 16', 'browser': 'Firefox', 'browser_version': '89.0.9632.31', 'ip_address': '86.9.133.132', 'user_agent': 'Firefox/89.0.9632.31'}"
65359099-0f2c-4b7f-8c22-c77b57fddd26,119bdf64-bbb8-4953-bcb0-91438704055a,2025-02-18 14:19:22,2296.82,213.97,Credit Card,refunded,山西省,嘉禾县,高坪,东莞路C座,田桂英,13900899345,xia89@example.org,7,27.34,82.42,2025-03-12 00:18:07,"{'timestamp': '2025-03-05T07:02:47.366573', 'device_model': 'Samsung S23', 'os_version': 'Android 13', 'browser': 'Chrome', 'browser_version': '103.0.5514.16', 'ip_address': '137.217.79.98', 'user_agent': 'Chrome/103.0.5514.16'}"
ab4cbe0d-d420-4dfc-b046-bacd43bd9d88,2ff233d1-0c19-4e7c-908c-261e4242719d,2025-02-08 17:06:02,8592.73,329.73,Alipay,pending,青海省,通辽县,大东,徐路J座,马玉珍,13556255566,qinqiang@example.org,9,45.88,81.32,2025-03-05 16:56:58,"{'timestamp': '2025-03-05T07:02:47.366720', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '82.0.9488.51', 'ip_address': '103.196.41.0', 'user_agent': 'Safari/82.0.9488.51'}"
