order_id,user_id,order_date,total_price,discount,payment_method,order_status,province,city,district,street,customer_name,phone_number,email,product_count,shipping_fee,tax,delivery_time,log_info
811f5ff5-0935-49f2-9938-8db11a0667c0,e6dcfc19-71e9-4da8-b48d-a0968d63a7ab,2025-02-22 08:20:44,5428.72,152.24,Credit Card,pending,台湾省,澳门县,涪城,重庆路e座,倪丹丹,13212909001,mingfan@example.net,10,21.71,35.85,2025-03-09 08:04:29,"{'timestamp': '2025-03-05T06:48:47.189443', 'device_model': 'iPhone 15 Pro', 'os_version': 'iOS 14', 'browser': 'Chrome', 'browser_version': '120.0.2063.86', 'ip_address': '216.253.98.201', 'user_agent': 'Chrome/120.0.2063.86'}"
df37ae52-1b1b-4a96-a1da-cf02a7da7fa4,d7f93334-f10f-4e79-b64b-e75ba3c730a0,2025-02-16 09:03:19,8291.16,367.74,Alipay,cancelled,云南省,博县,清浦,曹街r座,陈璐,14513601680,szhong@example.net,2,36.05,93.13,2025-03-08 10:51:36,"{'timestamp': '2025-03-05T06:48:47.189614', 'device_model': 'iPhone 15', 'os_version': 'iOS 17', 'browser': 'Chrome', 'browser_version': '114.0.1960.61', 'ip_address': '223.39.175.222', 'user_agent': 'Chrome/114.0.1960.61'}"
d50f4be5-1138-4129-a88f-ddb7e18afb1c,28edb35d-e230-4223-9d70-6cb465b62b69,2025-02-08 17:42:17,4964.61,84.78,Debit Card,pending,广东省,邯郸县,东城,王街D座,刘慧,18212311262,zqin@example.net,3,22.98,84.53,2025-03-07 06:05:39,"{'timestamp': '2025-03-05T06:48:47.189693', 'device_model': 'Samsung S23 Ultra', 'os_version': 'Android 10', 'browser': 'Firefox', 'browser_version': '89.0.8704.20', 'ip_address': '208.11.94.142', 'user_agent': 'Firefox/89.0.8704.20'}"
cce522c6-8b55-4dc4-9916-50bcb46e9362,ed426150-dd98-430d-8ea3-80e9077b9b15,2025-02-03 11:29:21,3647.55,226.11,Alipay,completed,重庆市,淑华市,山亭,杨路B座,范秀华,15662948176,qinyang@example.com,10,18.24,64.58,2025-03-09 09:30:20,"{'timestamp': '2025-03-05T06:48:47.189781', 'device_model': 'Huawei P60', 'os_version': 'Android 13', 'browser': 'Firefox', 'browser_version': '85.0.6090.63', 'ip_address': '90.51.179.77', 'user_agent': 'Firefox/85.0.6090.63'}"
bccf4a74-9b67-4904-82ac-51073635a4dc,bf08e50f-ae82-421b-98aa-2227ec3d3f5b,2025-02-27 15:03:52,5882.88,474.82,WeChat Pay,paid,吉林省,台北县,新城,荆门街j座,赵亮,14569240449,fang60@example.net,9,33.13,79.5,2025-03-06 10:33:58,"{'timestamp': '2025-03-05T06:48:47.189862', 'device_model': 'Huawei P60', 'os_version': 'Android 14', 'browser': 'Firefox', 'browser_version': '86.0.8622.10', 'ip_address': '116.227.85.135', 'user_agent': 'Firefox/86.0.8622.10'}"
109fac92-d2d2-4c2d-9320-37ce0e6347b8,243ac849-1485-4e26-a21b-390b8bf93739,2025-02-09 03:43:18,6360.68,445.68,Debit Card,completed,香港特别行政区,霞市,和平,兴城路P座,叶洋,13039577678,xia67@example.com,6,26.51,95.38,2025-03-07 04:06:51,"{'timestamp': '2025-03-05T06:48:47.189950', 'device_model': 'Huawei P60', 'os_version': 'Android 11', 'browser': 'Safari', 'browser_version': '98.0.5691.38', 'ip_address': '61.124.205.43', 'user_agent': 'Safari/98.0.5691.38'}"
2d710cac-50c0-4efb-90e5-d37b18ef33f1,b52f683b-abfa-4b77-b4f1-28b8d2253293,2025-03-04 02:16:12,4194.13,113.32,Alipay,refunded,澳门特别行政区,鹏县,六枝特,黄路U座,吴辉,13225611049,yanzhang@example.org,8,44.09,51.78,2025-03-10 01:36:33,"{'timestamp': '2025-03-05T06:48:47.190032', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 15', 'browser': 'Chrome', 'browser_version': '88.0.3731.91', 'ip_address': '23.250.0.121', 'user_agent': 'Chrome/88.0.3731.91'}"
7952a4be-8cdb-4c59-bce9-62b226c33684,1862107d-fd16-4b37-91fe-63c8d0eec565,2025-02-28 21:18:44,4829.77,454.96,Credit Card,cancelled,湖南省,兴安盟市,大东,杭州路S座,刘莹,18122753661,jun21@example.org,2,22.74,15.15,2025-03-09 19:01:42,"{'timestamp': '2025-03-05T06:48:47.190112', 'device_model': 'Samsung S23', 'os_version': 'Android 14', 'browser': 'Chrome', 'browser_version': '94.0.3111.82', 'ip_address': '203.123.111.171', 'user_agent': 'Chrome/94.0.3111.82'}"
0b0b2517-c9e7-4e19-856a-53edf6fc9125,de1c1ef3-de29-4170-8c82-ea48fec727cb,2025-03-01 12:39:42,5302.38,348.88,WeChat Pay,cancelled,广东省,秀兰县,城北,武汉街b座,晏瑞,18062132259,schang@example.org,3,32.35,83.33,2025-03-08 00:14:47,"{'timestamp': '2025-03-05T06:48:47.190190', 'device_model': 'iPhone 15', 'os_version': 'iOS 17', 'browser': 'Firefox', 'browser_version': '95.0.3760.73', 'ip_address': '25.95.40.10', 'user_agent': 'Firefox/95.0.3760.73'}"
c7658dad-3b06-4924-9053-382c11b4333e,c46cd750-d143-435a-bd9f-a4007f1c3636,2025-02-12 18:17:48,5937.32,102.23,WeChat Pay,paid,上海市,北京市,大兴,柳州路y座,李建国,14584113227,xia15@example.org,3,28.31,20.25,2025-03-07 11:07:46,"{'timestamp': '2025-03-05T06:48:47.190268', 'device_model': 'iPhone 14 Pro', 'os_version': 'iOS 17', 'browser': 'Chrome', 'browser_version': '93.0.2594.25', 'ip_address': '139.86.58.98', 'user_agent': 'Chrome/93.0.2594.25'}"
